time(s);battery;obc;eps;communication;sdatf;slp;smdh
533;2,1548834;On;On;Receiver;Off;Off;Off
534;2,15438;On;On;Receiver;Off;Off;Off
535;2,1538768;On;On;Receiver;Off;Off;Off
536;2,1533732;On;On;Receiver;Off;Off;Off
537;2,15287;On;On;Receiver;Off;Off;Off
538;2,1523666;On;On;Receiver;Off;Off;Off
539;2,1518633;On;On;Receiver;Off;Off;Off
540;2,15136;On;On;Receiver;Off;Off;Off
541;2,1508567;On;On;Receiver;Off;Off;Off
542;2,1503534;On;On;Receiver;Off;Off;Off
543;2,14985;On;On;Receiver;Off;Off;Off
544;2,1493466;On;On;Receiver;Off;Off;Off
545;2,1488433;On;On;Receiver;Off;Off;Off
546;2,14834;On;On;Receiver;Off;Off;Off
547;2,1478367;On;On;Receiver;Off;Off;Off
548;2,1473334;On;On;Receiver;Off;Off;Off
549;2,14683;On;On;Receiver;Off;Off;Off
550;2,1463268;On;On;Receiver;Off;Off;Off
551;2,1458232;On;On;Receiver;Off;Off;Off
552;2,14532;On;On;Receiver;Off;Off;Off
553;2,1448166;On;On;Receiver;Off;Off;Off
554;2,1443133;On;On;Receiver;Off;Off;Off
555;2,14381;On;On;Receiver;Off;Off;Off
556;2,1433067;On;On;Receiver;Off;Off;Off
557;2,1428034;On;On;Receiver;Off;Off;Off
558;2,1423;On;On;Receiver;Off;Off;Off
559;2,1417966;On;On;Receiver;Off;Off;Off
560;2,1412933;On;On;Receiver;Off;Off;Off
561;2,14079;On;On;Receiver;Off;Off;Off
562;2,1402867;On;On;Receiver;Off;Off;Off
563;2,1397834;On;On;Receiver;Off;Off;Off
564;2,13928;On;On;Receiver;Off;Off;Off
565;2,1387768;On;On;Receiver;Off;Off;Off
566;2,1382732;On;On;Receiver;Off;Off;Off
567;2,13777;On;On;Receiver;Off;Off;Off
568;2,1372666;On;On;Receiver;Off;Off;Off
569;2,1367633;On;On;Receiver;Off;Off;Off
570;2,13626;On;On;Receiver;Off;Off;Off
571;2,1357567;On;On;Receiver;Off;Off;Off
572;2,1352534;On;On;Receiver;Off;Off;Off
573;2,13475;On;On;Receiver;Off;Off;Off
574;2,1342466;On;On;Receiver;Off;Off;Off
575;2,1337433;On;On;Receiver;Off;Off;Off
576;2,13324;On;On;Receiver;Off;Off;Off
577;2,1327367;On;On;Receiver;Off;Off;Off
578;2,1322334;On;On;Receiver;Off;Off;Off
579;2,13173;On;On;Receiver;Off;Off;Off
580;2,1312268;On;On;Receiver;Off;Off;Off
581;2,1307232;On;On;Receiver;Off;Off;Off
582;2,13022;On;On;Receiver;Off;Off;Off
583;2,1297166;On;On;Receiver;Off;Off;Off
584;2,1292133;On;On;Receiver;Off;Off;Off
585;2,12871;On;On;Receiver;Off;Off;Off
586;2,1282067;On;On;Receiver;Off;Off;Off
587;2,1277034;On;On;Receiver;Off;Off;Off
588;2,1272;On;On;Receiver;Off;Off;Off
589;2,1266966;On;On;Receiver;Off;Off;Off
590;2,1261933;On;On;Receiver;Off;Off;Off
591;2,12569;On;On;Receiver;Off;Off;Off
592;2,1251867;On;On;Receiver;Off;Off;Off
593;2,1246834;On;On;Receiver;Off;Off;Off
594;2,12418;On;On;Receiver;Off;Off;Off
595;2,1236768;On;On;Receiver;Off;Off;Off
596;2,1231732;On;On;Receiver;Off;Off;Off
597;2,12267;On;On;Receiver;Off;Off;Off
598;2,1221666;On;On;Receiver;Off;Off;Off
599;2,1216633;On;On;Receiver;Off;Off;Off
600;2,12116;On;On;Receiver;Off;Off;Off
601;2,1206567;On;On;Receiver;Off;Off;Off
602;2,1201534;On;On;Receiver;Off;Off;Off
603;2,11965;On;On;Receiver;Off;Off;Off
604;2,1191466;On;On;Receiver;Off;Off;Off
605;2,1186433;On;On;Receiver;Off;Off;Off
606;2,11814;On;On;Receiver;Off;Off;Off
607;2,1176367;On;On;Receiver;Off;Off;Off
608;2,1171334;On;On;Receiver;Off;Off;Off
609;2,11663;On;On;Receiver;Off;Off;Off
610;2,1161268;On;On;Receiver;Off;Off;Off
611;2,1156232;On;On;Receiver;Off;Off;Off
612;2,11512;On;On;Receiver;Off;Off;Off
613;2,1146166;On;On;Receiver;Off;Off;Off
614;2,1141133;On;On;Receiver;Off;Off;Off
615;2,11361;On;On;Receiver;Off;Off;Off
616;2,1131067;On;On;Receiver;Off;Off;Off
617;2,1126034;On;On;Receiver;Off;Off;Off
618;2,1121;On;On;Receiver;Off;Off;Off
619;2,1115966;On;On;Receiver;Off;Off;Off
620;2,1110933;On;On;Receiver;Off;Off;Off
621;2,11059;On;On;Receiver;Off;Off;Off
622;2,1100867;On;On;Receiver;Off;Off;Off
623;2,1095834;On;On;Receiver;Off;Off;Off
624;2,10908;On;On;Receiver;Off;Off;Off
625;2,1085768;On;On;Receiver;Off;Off;Off
626;2,1080732;On;On;Receiver;Off;Off;Off
627;2,10757;On;On;Receiver;Off;Off;Off
628;2,1070666;On;On;Receiver;Off;Off;Off
629;2,1065633;On;On;Receiver;Off;Off;Off
630;2,10606;On;On;Receiver;Off;Off;Off
631;2,1055567;On;On;Receiver;Off;Off;Off
632;2,1050534;On;On;Receiver;Off;Off;Off
633;2,10455;On;On;Receiver;Off;Off;Off
634;2,1040466;On;On;Receiver;Off;Off;Off
635;2,1035433;On;On;Receiver;Off;Off;Off
636;2,10304;On;On;Receiver;Off;Off;Off
637;2,1025367;On;On;Receiver;Off;Off;Off
638;2,1020334;On;On;Receiver;Off;Off;Off
639;2,10153;On;On;Receiver;Off;Off;Off
640;2,1010268;On;On;Receiver;Off;Off;Off
641;2,1005232;On;On;Receiver;Off;Off;Off
642;2,10002;On;On;Receiver;Off;Off;Off
643;2,0995166;On;On;Receiver;Off;Off;Off
644;2,0990133;On;On;Receiver;Off;Off;Off
645;2,09851;On;On;Receiver;Off;Off;Off
646;2,0980067;On;On;Receiver;Off;Off;Off
647;2,0975034;On;On;Receiver;Off;Off;Off
648;2,097;On;On;Receiver;Off;Off;Off
649;2,0964966;On;On;Receiver;Off;Off;Off
650;2,0959933;On;On;Receiver;Off;Off;Off
651;2,09549;On;On;Receiver;Off;Off;Off
652;2,0949867;On;On;Receiver;Off;Off;Off
653;2,0944834;On;On;Receiver;Off;Off;Off
654;2,09398;On;On;Receiver;Off;Off;Off
655;2,0934768;On;On;Receiver;Off;Off;Off
656;2,0929732;On;On;Receiver;Off;Off;Off
657;2,09247;On;On;Receiver;Off;Off;Off
658;2,0919666;On;On;Receiver;Off;Off;Off
659;2,0914633;On;On;Receiver;Off;Off;Off
660;2,09096;On;On;Receiver;Off;Off;Off
661;2,0904567;On;On;Receiver;Off;Off;Off
662;2,0899534;On;On;Receiver;Off;Off;Off
663;2,08945;On;On;Receiver;Off;Off;Off
664;2,0889466;On;On;Receiver;Off;Off;Off
665;2,0884433;On;On;Receiver;Off;Off;Off
666;2,08794;On;On;Receiver;Off;Off;Off
667;2,0874367;On;On;Receiver;Off;Off;Off
668;2,0869334;On;On;Receiver;Off;Off;Off
669;2,08643;On;On;Receiver;Off;Off;Off
670;2,0859268;On;On;Receiver;Off;Off;Off
671;2,0854232;On;On;Receiver;Off;Off;Off
672;2,08492;On;On;Receiver;Off;Off;Off
673;2,0844166;On;On;Receiver;Off;Off;Off
674;2,0839133;On;On;Receiver;Off;Off;Off
675;2,08341;On;On;Receiver;Off;Off;Off
676;2,0829067;On;On;Receiver;Off;Off;Off
677;2,0824034;On;On;Receiver;Off;Off;Off
678;2,0819;On;On;Receiver;Off;Off;Off
679;2,0813966;On;On;Receiver;Off;Off;Off
680;2,0808933;On;On;Receiver;Off;Off;Off
681;2,08039;On;On;Receiver;Off;Off;Off
682;2,0798867;On;On;Receiver;Off;Off;Off
683;2,0793834;On;On;Receiver;Off;Off;Off
684;2,07888;On;On;Receiver;Off;Off;Off
685;2,0783768;On;On;Receiver;Off;Off;Off
686;2,0778732;On;On;Receiver;Off;Off;Off
687;2,07737;On;On;Receiver;Off;Off;Off
688;2,0768666;On;On;Receiver;Off;Off;Off
689;2,0763633;On;On;Receiver;Off;Off;Off
690;2,07586;On;On;Receiver;Off;Off;Off
691;2,0753567;On;On;Receiver;Off;Off;Off
692;2,0748534;On;On;Receiver;Off;Off;Off
693;2,07435;On;On;Receiver;Off;Off;Off
694;2,0738466;On;On;Receiver;Off;Off;Off
695;2,0733433;On;On;Receiver;Off;Off;Off
696;2,07284;On;On;Receiver;Off;Off;Off
697;2,0723367;On;On;Receiver;Off;Off;Off
698;2,0718334;On;On;Receiver;Off;Off;Off
699;2,07133;On;On;Receiver;Off;Off;Off
700;2,0708268;On;On;Receiver;Off;Off;Off
701;2,0703232;On;On;Receiver;Off;Off;Off
702;2,06982;On;On;Receiver;Off;Off;Off
703;2,0693166;On;On;Receiver;Off;Off;Off
704;2,0688133;On;On;Receiver;Off;Off;Off
705;2,06831;On;On;Receiver;Off;Off;Off
706;2,0678067;On;On;Receiver;Off;Off;Off
707;2,0673034;On;On;Receiver;Off;Off;Off
708;2,0668;On;On;Receiver;Off;Off;Off
709;2,0662966;On;On;Receiver;Off;Off;Off
710;2,0657933;On;On;Receiver;Off;Off;Off
711;2,06529;On;On;Receiver;Off;Off;Off
712;2,0647867;On;On;Receiver;Off;Off;Off
713;2,0642834;On;On;Receiver;Off;Off;Off
714;2,06378;On;On;Receiver;Off;Off;Off
715;2,0632768;On;On;Receiver;Off;Off;Off
716;2,0627732;On;On;Receiver;Off;Off;Off
717;2,06227;On;On;Receiver;Off;Off;Off
718;2,0617666;On;On;Receiver;Off;Off;Off
719;2,0612633;On;On;Receiver;Off;Off;Off
720;2,06076;On;On;Receiver;Off;Off;Off
721;2,0602567;On;On;Receiver;Off;Off;Off
722;2,0597534;On;On;Receiver;Off;Off;Off
723;2,05925;On;On;Receiver;Off;Off;Off
724;2,0587466;On;On;Receiver;Off;Off;Off
725;2,0582433;On;On;Receiver;Off;Off;Off
726;2,05774;On;On;Receiver;Off;Off;Off
727;2,0572367;On;On;Receiver;Off;Off;Off
728;2,0567334;On;On;Receiver;Off;Off;Off
729;2,05623;On;On;Receiver;Off;Off;Off
730;2,0557268;On;On;Receiver;Off;Off;Off
731;2,0552232;On;On;Receiver;Off;Off;Off
732;2,05472;On;On;Receiver;Off;Off;Off
733;2,0542166;On;On;Receiver;Off;Off;Off
734;2,0537133;On;On;Receiver;Off;Off;Off
735;2,05321;On;On;Receiver;Off;Off;Off
736;2,0527067;On;On;Receiver;Off;Off;Off
737;2,0522034;On;On;Receiver;Off;Off;Off
738;2,0517;On;On;Receiver;Off;Off;Off
739;2,0511966;On;On;Receiver;Off;Off;Off
740;2,0506933;On;On;Receiver;Off;Off;Off
741;2,05019;On;On;Receiver;Off;Off;Off
742;2,0496867;On;On;Receiver;Off;Off;Off
743;2,0491834;On;On;Receiver;Off;Off;Off
744;2,04868;On;On;Receiver;Off;Off;Off
745;2,0481768;On;On;Receiver;Off;Off;Off
746;2,0476732;On;On;Receiver;Off;Off;Off
747;2,04717;On;On;Receiver;Off;Off;Off
748;2,0466666;On;On;Receiver;Off;Off;Off
749;2,0461633;On;On;Receiver;Off;Off;Off
750;2,04566;On;On;Receiver;Off;Off;Off
751;2,0451567;On;On;Receiver;Off;Off;Off
752;2,0446534;On;On;Receiver;Off;Off;Off
753;2,04415;On;On;Receiver;Off;Off;Off
754;2,0436466;On;On;Receiver;Off;Off;Off
755;2,0431433;On;On;Receiver;Off;Off;Off
756;2,04264;On;On;Receiver;Off;Off;Off
757;2,0421367;On;On;Receiver;Off;Off;Off
758;2,0416334;On;On;Receiver;Off;Off;Off
759;2,04113;On;On;Receiver;Off;Off;Off
760;2,0406268;On;On;Receiver;Off;Off;Off
761;2,0401232;On;On;Receiver;Off;Off;Off
762;2,03962;On;On;Receiver;Off;Off;Off
763;2,0391166;On;On;Receiver;Off;Off;Off
764;2,0386133;On;On;Receiver;Off;Off;Off
765;2,03811;On;On;Receiver;Off;Off;Off
766;2,0376067;On;On;Receiver;Off;Off;Off
767;2,0371034;On;On;Receiver;Off;Off;Off
768;2,0366;On;On;Receiver;Off;Off;Off
769;2,0360966;On;On;Receiver;Off;Off;Off
770;2,0355933;On;On;Receiver;Off;Off;Off
771;2,03509;On;On;Receiver;Off;Off;Off
772;2,0345867;On;On;Receiver;Off;Off;Off
773;2,0340834;On;On;Receiver;Off;Off;Off
774;2,03358;On;On;Receiver;Off;Off;Off
775;2,0330768;On;On;Receiver;Off;Off;Off
776;2,0325732;On;On;Receiver;Off;Off;Off
777;2,03207;On;On;Receiver;Off;Off;Off
778;2,0315666;On;On;Receiver;Off;Off;Off
779;2,0310633;On;On;Receiver;Off;Off;Off
780;2,03056;On;On;Receiver;Off;Off;Off
781;2,0300567;On;On;Receiver;Off;Off;Off
782;2,0295534;On;On;Receiver;Off;Off;Off
783;2,02905;On;On;Receiver;Off;Off;Off
784;2,0285466;On;On;Receiver;Off;Off;Off
785;2,0280433;On;On;Receiver;Off;Off;Off
786;2,02754;On;On;Receiver;Off;Off;Off
787;2,0270367;On;On;Receiver;Off;Off;Off
788;2,0265334;On;On;Receiver;Off;Off;Off
789;2,02603;On;On;Receiver;Off;Off;Off
790;2,0255268;On;On;Receiver;Off;Off;Off
791;2,0250232;On;On;Receiver;Off;Off;Off
792;2,02452;On;On;Receiver;Off;Off;Off
793;2,0240166;On;On;Receiver;Off;Off;Off
794;2,0235133;On;On;Receiver;Off;Off;Off
795;2,02301;On;On;Receiver;Off;Off;Off
796;2,0225067;On;On;Receiver;Off;Off;Off
797;2,0220034;On;On;Receiver;Off;Off;Off
798;2,0215;On;On;Receiver;Off;Off;Off
799;2,0209966;On;On;Receiver;Off;Off;Off
800;2,0204933;On;On;Receiver;Off;Off;Off
801;2,01999;On;On;Receiver;Off;Off;Off
802;2,0194867;On;On;Receiver;Off;Off;Off
803;2,0189834;On;On;Receiver;Off;Off;Off
804;2,01848;On;On;Receiver;Off;Off;Off
805;2,0179768;On;On;Receiver;Off;Off;Off
806;2,0174732;On;On;Receiver;Off;Off;Off
807;2,01697;On;On;Receiver;Off;Off;Off
808;2,0164666;On;On;Receiver;Off;Off;Off
809;2,0159633;On;On;Receiver;Off;Off;Off
810;2,01546;On;On;Receiver;Off;Off;Off
811;2,0149567;On;On;Receiver;Off;Off;Off
812;2,0144534;On;On;Receiver;Off;Off;Off
813;2,01395;On;On;Receiver;Off;Off;Off
814;2,0134466;On;On;Receiver;Off;Off;Off
815;2,0129433;On;On;Receiver;Off;Off;Off
816;2,01244;On;On;Receiver;Off;Off;Off
817;2,0119367;On;On;Receiver;Off;Off;Off
818;2,0114334;On;On;Receiver;Off;Off;Off
819;2,01093;On;On;Receiver;Off;Off;Off
820;2,0104268;On;On;Receiver;Off;Off;Off
821;2,0099232;On;On;Receiver;Off;Off;Off
822;2,00942;On;On;Receiver;Off;Off;Off
823;2,0089166;On;On;Receiver;Off;Off;Off
824;2,0084133;On;On;Receiver;Off;Off;Off
825;2,00791;On;On;Receiver;Off;Off;Off
826;2,0074067;On;On;Receiver;Off;Off;Off
827;2,0069034;On;On;Receiver;Off;Off;Off
828;2,0064;On;On;Receiver;Off;Off;Off
829;2,0058966;On;On;Receiver;Off;Off;Off
830;2,0053933;On;On;Receiver;Off;Off;Off
831;2,00489;On;On;Receiver;Off;Off;Off
832;2,0043867;On;On;Receiver;Off;Off;Off
833;2,0038834;On;On;Receiver;Off;Off;Off
834;2,00338;On;On;Receiver;Off;Off;Off
835;2,0028768;On;On;Receiver;Off;Off;Off
836;2,0023732;On;On;Receiver;Off;Off;Off
837;2,00187;On;On;Receiver;Off;Off;Off
838;2,0013666;On;On;Receiver;Off;Off;Off
839;2,0008633;On;On;Receiver;Off;Off;Off
840;2,00036;On;On;Receiver;Off;Off;Off
841;1,9998567;On;On;Receiver;Off;Off;Off
842;1,9993533;On;On;Receiver;Off;Off;Off
843;1,99885;On;On;Receiver;Off;Off;Off
844;1,9983467;On;On;Receiver;Off;Off;Off
845;1,9978434;On;On;Receiver;Off;Off;Off
846;1,99734;On;On;Receiver;Off;Off;Off
847;1,9968367;On;On;Receiver;Off;Off;Off
848;1,9963334;On;On;Receiver;Off;Off;Off
849;1,99583;On;On;Receiver;Off;Off;Off
850;1,9953266;On;On;Receiver;Off;Off;Off
851;1,9948233;On;On;Receiver;Off;Off;Off
852;1,99432;On;On;Receiver;Off;Off;Off
853;1,9938166;On;On;Receiver;Off;Off;Off
854;1,9933133;On;On;Receiver;Off;Off;Off
855;1,99281;On;On;Receiver;Off;Off;Off
856;1,9923067;On;On;Receiver;Off;Off;Off
857;1,9918033;On;On;Receiver;Off;Off;Off
858;1,9913;On;On;Receiver;Off;Off;Off
859;1,9907967;On;On;Receiver;Off;Off;Off
860;1,9902934;On;On;Receiver;Off;Off;Off
861;1,98979;On;On;Receiver;Off;Off;Off
862;1,9892867;On;On;Receiver;Off;Off;Off
863;1,9887834;On;On;Receiver;Off;Off;Off
864;1,98828;On;On;Receiver;Off;Off;Off
865;1,9877766;On;On;Receiver;Off;Off;Off
866;1,9872733;On;On;Receiver;Off;Off;Off
867;1,98677;On;On;Receiver;Off;Off;Off
868;1,9862666;On;On;Receiver;Off;Off;Off
869;1,9857633;On;On;Receiver;Off;Off;Off
870;1,98526;On;On;Receiver;Off;Off;Off
871;1,9847567;On;On;Receiver;Off;Off;Off
872;1,9842533;On;On;Receiver;Off;Off;Off
873;1,98375;On;On;Receiver;Off;Off;Off
874;1,9832467;On;On;Receiver;Off;Off;Off
875;1,9827434;On;On;Receiver;Off;Off;Off
876;1,98224;On;On;Receiver;Off;Off;Off
877;1,9817367;On;On;Receiver;Off;Off;Off
878;1,9812334;On;On;Receiver;Off;Off;Off
879;1,98073;On;On;Receiver;Off;Off;Off
880;1,9802266;On;On;Receiver;Off;Off;Off
881;1,9797233;On;On;Receiver;Off;Off;Off
882;1,97922;On;On;Receiver;Off;Off;Off
883;1,9787166;On;On;Receiver;Off;Off;Off
884;1,9782133;On;On;Receiver;Off;Off;Off
885;1,97771;On;On;Receiver;Off;Off;Off
886;1,9772067;On;On;Receiver;Off;Off;Off
887;1,9767033;On;On;Receiver;Off;Off;Off
888;1,9762;On;On;Receiver;Off;Off;Off
889;1,9756967;On;On;Receiver;Off;Off;Off
890;1,9751934;On;On;Receiver;Off;Off;Off
891;1,97469;On;On;Receiver;Off;Off;Off
892;1,9741867;On;On;Receiver;Off;Off;Off
893;1,9736834;On;On;Receiver;Off;Off;Off
894;1,97318;On;On;Receiver;Off;Off;Off
895;1,9726766;On;On;Receiver;Off;Off;Off
896;1,9721733;On;On;Receiver;Off;Off;Off
897;1,97167;On;On;Receiver;Off;Off;Off
898;1,9711666;On;On;Receiver;Off;Off;Off
899;1,9706633;On;On;Receiver;Off;Off;Off
900;1,97016;On;On;Receiver;Off;Off;Off
901;1,9696567;On;On;Receiver;Off;Off;Off
902;1,9691533;On;On;Receiver;Off;Off;Off
903;1,96865;On;On;Receiver;Off;Off;Off
904;1,9681467;On;On;Receiver;Off;Off;Off
905;1,9676434;On;On;Receiver;Off;Off;Off
906;1,96714;On;On;Receiver;Off;Off;Off
907;1,9666367;On;On;Receiver;Off;Off;Off
908;1,9661334;On;On;Receiver;Off;Off;Off
909;1,96563;On;On;Receiver;Off;Off;Off
910;1,9651266;On;On;Receiver;Off;Off;Off
911;1,9646233;On;On;Receiver;Off;Off;Off
912;1,96412;On;On;Receiver;Off;Off;Off
913;1,9636166;On;On;Receiver;Off;Off;Off
914;1,9631133;On;On;Receiver;Off;Off;Off
915;1,96261;On;On;Receiver;Off;Off;Off
916;1,9621067;On;On;Receiver;Off;Off;Off
917;1,9616033;On;On;Receiver;Off;Off;Off
918;1,9611;On;On;Receiver;Off;Off;Off
919;1,9605967;On;On;Receiver;Off;Off;Off
920;1,9600934;On;On;Receiver;Off;Off;Off
921;1,95959;On;On;Receiver;Off;Off;Off
922;1,9590867;On;On;Receiver;Off;Off;Off
923;1,9585834;On;On;Receiver;Off;Off;Off
924;1,95808;On;On;Receiver;Off;Off;Off
925;1,9575766;On;On;Receiver;Off;Off;Off
926;1,9570733;On;On;Receiver;Off;Off;Off
927;1,95657;On;On;Receiver;Off;Off;Off
928;1,9560666;On;On;Receiver;Off;Off;Off
929;1,9555633;On;On;Receiver;Off;Off;Off
930;1,95506;On;On;Receiver;Off;Off;Off
931;1,9545567;On;On;Receiver;Off;Off;Off
932;1,9540533;On;On;Receiver;Off;Off;Off
933;1,95355;On;On;Receiver;Off;Off;Off
934;2,4224966;On;On;Receiver;Off;Off;Off
935;2,4224966;On;On;Receiver;Off;Off;Off
936;2,4224966;On;On;Receiver;Off;Off;Off
937;2,4224966;On;On;Receiver;Off;Off;Off
938;2,4224966;On;On;Receiver;Off;Off;Off
939;2,4224966;On;On;Receiver;Off;Off;Off
940;2,4224966;On;On;Receiver;Off;Off;Off
941;2,4224966;On;On;Receiver;Off;Off;Off
942;2,4224966;On;On;Receiver;Off;Off;Off
943;2,4224966;On;On;Receiver;Off;Off;Off
944;2,4224966;On;On;Receiver;Off;Off;Off
945;2,4224966;On;On;Receiver;Off;Off;Off
946;2,4224966;On;On;Receiver;Off;Off;Off
947;2,4224966;On;On;Receiver;Off;Off;Off
948;2,4224966;On;On;Receiver;Off;Off;Off
949;2,4224966;On;On;Receiver;Off;Off;Off
950;2,4224966;On;On;Receiver;Off;Off;Off
951;2,4224966;On;On;Receiver;Off;Off;Off
952;2,4224966;On;On;Receiver;Off;Off;Off
953;2,4224966;On;On;Receiver;Off;Off;Off
954;2,4224966;On;On;Receiver;Off;Off;Off
955;2,4224966;On;On;Receiver;Off;Off;Off
956;2,4224966;On;On;Receiver;Off;Off;Off
957;2,4224966;On;On;Receiver;Off;Off;Off
958;2,4224966;On;On;Receiver;Off;Off;Off
959;2,4224966;On;On;Receiver;Off;Off;Off
960;2,4224966;On;On;Receiver;Off;Off;Off
961;2,4224966;On;On;Receiver;Off;Off;Off
962;2,4224966;On;On;Receiver;Off;Off;Off
963;2,4224966;On;On;Receiver;Off;Off;Off
964;2,4224966;On;On;Receiver;Off;Off;Off
965;2,4224966;On;On;Receiver;Off;Off;Off
966;2,4224966;On;On;Receiver;Off;Off;Off
967;2,4224966;On;On;Receiver;Off;Off;Off
968;2,4224966;On;On;Receiver;Off;Off;Off
969;2,4224966;On;On;Receiver;Off;Off;Off
970;2,4224966;On;On;Receiver;Off;Off;Off
971;2,4224966;On;On;Receiver;Off;Off;Off
972;2,4224966;On;On;Receiver;Off;Off;Off
973;2,4224966;On;On;Receiver;Off;Off;Off
974;2,4224966;On;On;Receiver;Off;Off;Off
975;2,4224966;On;On;Receiver;Off;Off;Off
976;2,4224966;On;On;Receiver;Off;Off;Off
977;2,4224966;On;On;Receiver;Off;Off;Off
978;2,4224966;On;On;Receiver;Off;Off;Off
979;2,4224966;On;On;Receiver;Off;Off;Off
980;2,4224966;On;On;Receiver;Off;Off;Off
981;2,4224966;On;On;Receiver;Off;Off;Off
982;2,4224966;On;On;Receiver;Off;Off;Off
983;2,4224966;On;On;Receiver;Off;Off;Off
984;2,4224966;On;On;Receiver;Off;Off;Off
985;2,4224966;On;On;Receiver;Off;Off;Off
986;2,4224966;On;On;Receiver;Off;Off;Off
987;2,4224966;On;On;Receiver;Off;Off;Off
988;2,4224966;On;On;Receiver;Off;Off;Off
989;2,4224966;On;On;Receiver;Off;Off;Off
990;2,4224966;On;On;Receiver;Off;Off;Off
991;2,4224966;On;On;Receiver;Off;Off;Off
992;2,4224966;On;On;Receiver;Off;Off;Off
993;2,4224966;On;On;Receiver;Off;Off;Off
994;2,4224966;On;On;Receiver;Off;Off;Off
995;2,4224966;On;On;Receiver;Off;Off;Off
996;2,4224966;On;On;Receiver;Off;Off;Off
997;2,4224966;On;On;Receiver;Off;Off;Off
998;2,4224966;On;On;Receiver;Off;Off;Off
999;2,4224966;On;On;Receiver;Off;Off;Off
1000;2,4224966;On;On;Receiver;Off;Off;Off
1001;2,4224966;On;On;Receiver;Off;Off;Off
1002;2,4224966;On;On;Receiver;Off;Off;Off
1003;2,4224966;On;On;Receiver;Off;Off;Off
1004;2,4224966;On;On;Receiver;Off;Off;Off
1005;2,4224966;On;On;Receiver;Off;Off;Off
1006;2,4224966;On;On;Receiver;Off;Off;Off
1007;2,4224966;On;On;Receiver;Off;Off;Off
1008;2,4224966;On;On;Receiver;Off;Off;Off
1009;2,4224966;On;On;Receiver;Off;Off;Off
1010;2,4224966;On;On;Receiver;Off;Off;Off
1011;2,4224966;On;On;Receiver;Off;Off;Off
1012;2,4224966;On;On;Receiver;Off;Off;Off
1013;2,4224966;On;On;Receiver;Off;Off;Off
1014;2,4224966;On;On;Receiver;Off;Off;Off
1015;2,4224966;On;On;Receiver;Off;Off;Off
1016;2,4224966;On;On;Receiver;Off;Off;Off
1017;2,4224966;On;On;Receiver;Off;Off;Off
1018;2,4224966;On;On;Receiver;Off;Off;Off
1019;2,4224966;On;On;Receiver;Off;Off;Off
1020;2,4224966;On;On;Receiver;Off;Off;Off
1021;2,4224966;On;On;Receiver;Off;Off;Off
1022;2,4224966;On;On;Receiver;Off;Off;Off
1023;2,4224966;On;On;Receiver;Off;Off;Off
1024;2,4224966;On;On;Receiver;Off;Off;Off
1025;2,4224966;On;On;Receiver;Off;Off;Off
1026;2,4224966;On;On;Receiver;Off;Off;Off
1027;2,4224966;On;On;Receiver;Off;Off;Off
1028;2,4224966;On;On;Receiver;Off;Off;Off
1029;2,4224966;On;On;Receiver;Off;Off;Off
1030;2,4224966;On;On;Receiver;Off;Off;Off
1031;2,4224966;On;On;Receiver;Off;Off;Off
1032;2,4224966;On;On;Receiver;Off;Off;Off
1033;2,4224966;On;On;Receiver;Off;Off;Off
1034;2,4224966;On;On;Receiver;Off;Off;Off
1035;2,4224966;On;On;Receiver;Off;Off;Off
1036;2,4224966;On;On;Receiver;Off;Off;Off
1037;2,4224966;On;On;Receiver;Off;Off;Off
1038;2,4224966;On;On;Receiver;Off;Off;Off
1039;2,4224966;On;On;Receiver;Off;Off;Off
1040;2,4224966;On;On;Receiver;Off;Off;Off
1041;2,4224966;On;On;Receiver;Off;Off;Off
1042;2,4224966;On;On;Receiver;Off;Off;Off
1043;2,4224966;On;On;Receiver;Off;Off;Off
1044;2,4224966;On;On;Receiver;Off;Off;Off
1045;2,4224966;On;On;Receiver;Off;Off;Off
1046;2,4224966;On;On;Receiver;Off;Off;Off
1047;2,4224966;On;On;Receiver;Off;Off;Off
1048;2,4224966;On;On;Receiver;Off;Off;Off
1049;2,4224966;On;On;Receiver;Off;Off;Off
1050;2,4224966;On;On;Receiver;Off;Off;Off
1051;2,4224966;On;On;Receiver;Off;Off;Off
1052;2,4224966;On;On;Receiver;Off;Off;Off
1053;2,4224966;On;On;Receiver;Off;Off;Off
1054;2,4224966;On;On;Receiver;Off;Off;Off
1055;2,4224966;On;On;Receiver;Off;Off;Off
1056;2,4224966;On;On;Receiver;Off;Off;Off
1057;2,4224966;On;On;Receiver;Off;Off;Off
1058;2,4224966;On;On;Receiver;Off;Off;Off
1059;2,4224966;On;On;Receiver;Off;Off;Off
1060;2,4224966;On;On;Receiver;Off;Off;Off
1061;2,4224966;On;On;Receiver;Off;Off;Off
1062;2,4224966;On;On;Receiver;Off;Off;Off
1063;2,4224966;On;On;Receiver;Off;Off;Off
1064;2,4224966;On;On;Receiver;Off;Off;Off
1065;2,4224966;On;On;Receiver;Off;Off;Off
1066;2,4224966;On;On;Receiver;Off;Off;Off
1067;2,4224966;On;On;Receiver;Off;Off;Off
1068;2,4224966;On;On;Receiver;Off;Off;Off
1069;2,4224966;On;On;Receiver;Off;Off;Off
1070;2,4224966;On;On;Receiver;Off;Off;Off
1071;2,4224966;On;On;Receiver;Off;Off;Off
