time(s);battery;orbit;obc;eps;communication;sdatf;slp;smdh;total_drop
2475;18,963785;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2476;18,964163;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2477;18,964539;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2478;18,964916;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2479;18,965294;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2480;18,965672;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2481;18,96605;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2482;18,966425;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2483;18,966803;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2484;18,96718;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2485;18,967558;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2486;18,967934;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2487;18,968311;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2488;18,968689;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2489;18,969067;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2490;18,969444;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2491;18,96982;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2492;18,970198;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2493;18,970575;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2494;18,970953;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2495;18,971329;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2496;18,971706;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2497;18,972084;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2498;18,972462;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2499;18,972837;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2500;18,973215;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2501;18,973593;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2502;18,97397;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2503;18,974348;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2504;18,974724;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2505;18,975101;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2506;18,97548;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2507;18,975857;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2508;18,976233;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2509;18,97661;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2510;18,976988;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2511;18,977365;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2512;18,977743;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2513;18,978119;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2514;18,978497;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2515;18,978874;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2516;18,979252;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2517;18,979628;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2518;18,980005;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2519;18,980383;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2520;18,98076;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2521;18,981136;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2522;18,981514;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2523;18,981892;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2524;18,98227;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2525;18,982647;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2526;18,983023;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2527;18,9834;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2528;18,983778;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2529;18,984156;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2530;18,984531;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2531;18,98491;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2532;18,985287;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2533;18,985664;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2534;18,986042;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2535;18,986418;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2536;18,986795;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2537;18,987173;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2538;18,98755;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2539;18,987926;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2540;18,988304;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2541;18,988682;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2542;18,98906;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2543;18,989435;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2544;18,989813;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2545;18,99019;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2546;18,990568;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2547;18,990946;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2548;18,991322;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2549;18,9917;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2550;18,992077;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2551;18,992455;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2552;18,99283;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2553;18,993208;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2554;18,993586;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2555;18,993963;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2556;18,99434;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2557;18,994717;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2558;18,995094;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2559;18,995472;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2560;18,99585;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2561;18,996225;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2562;18,996603;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2563;18,99698;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2564;18,997358;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2565;18,997734;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2566;18,998112;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2567;18,99849;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2568;18,998867;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2569;18,999245;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2570;18,99962;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2571;18,999998;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2572;19,000376;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2573;19,000753;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2574;19,00113;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2575;19,001507;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2576;19,001884;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2577;19,002262;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2578;19,00264;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2579;19,003016;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2580;19,003393;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2581;19,00377;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2582;19,004148;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2583;19,004524;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2584;19,004902;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2585;19,00528;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2586;19,005657;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2587;19,006033;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2588;19,00641;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2589;19,006788;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2590;19,007166;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2591;19,007544;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2592;19,00792;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2593;19,008297;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2594;19,008675;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2595;19,009052;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2596;19,009428;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2597;19,009806;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2598;19,010183;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2599;19,010561;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2600;19,010939;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2601;19,011314;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2602;19,011692;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2603;19,01207;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2604;19,012447;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2605;19,012823;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2606;19,0132;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2607;19,013578;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2608;19,013956;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2609;19,014334;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2610;19,01471;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2611;19,015087;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2612;19,015465;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2613;19,015842;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2614;19,016218;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2615;19,016596;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2616;19,016973;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2617;19,017351;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2618;19,017727;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2619;19,018105;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2620;19,018482;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2621;19,01886;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2622;19,019238;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2623;19,019613;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2624;19,01999;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2625;19,020369;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2626;19,020746;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2627;19,021122;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2628;19,0215;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2629;19,021877;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2630;19,022255;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2631;19,022633;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2632;19,023008;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2633;19,023386;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2634;19,023764;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2635;19,024141;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2636;19,024517;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2637;19,024895;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2638;19,025272;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2639;19,02565;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2640;19,026026;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2641;19,026403;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2642;19,026781;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2643;19,027159;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2644;19,027536;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2645;19,027912;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2646;19,02829;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2647;19,028667;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2648;19,029045;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2649;19,02942;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2650;19,029799;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2651;19,030176;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2652;19,030554;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2653;19,030931;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2654;19,031307;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2655;19,031685;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2656;19,032063;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2657;19,03244;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2658;19,032816;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2659;19,033194;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2660;19,033571;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2661;19,033949;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2662;19,034325;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2663;19,034702;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2664;19,03508;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2665;19,035458;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2666;19,035835;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2667;19,036211;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2668;19,036589;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2669;19,036966;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2670;19,037344;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2671;19,03772;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2672;19,038097;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2673;19,038475;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2674;19,038853;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2675;19,03923;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2676;19,039606;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2677;19,039984;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2678;19,040361;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2679;19,04074;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2680;19,041115;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2681;19,041492;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2682;19,04187;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2683;19,042248;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2684;19,042624;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2685;19,043001;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2686;19,043379;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2687;19,043756;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2688;19,044134;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2689;19,04451;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2690;19,044888;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2691;19,045265;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2692;19,045643;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2693;19,046019;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2694;19,046396;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2695;19,046774;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2696;19,047152;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2697;19,04753;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2698;19,047905;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2699;19,048283;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2700;19,04866;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2701;19,049038;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2702;19,049414;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2703;19,049791;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2704;19,050169;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2705;19,050547;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2706;19,050922;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2707;19,0513;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2708;19,051678;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2709;19,052055;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2710;19,052433;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2711;19,052809;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2712;19,053186;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2713;19,053564;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2714;19,053942;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2715;19,054317;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2716;19,054695;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2717;19,055073;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2718;19,05545;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2719;19,055828;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2720;19,056204;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2721;19,056581;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2722;19,05696;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2723;19,057337;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2724;19,057713;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2725;19,05809;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2726;19,058468;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2727;19,058846;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2728;19,059223;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2729;19,059599;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2730;19,059977;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2731;19,060354;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2732;19,060732;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2733;19,061108;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2734;19,061485;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2735;19,061863;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2736;19,06224;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2737;19,062616;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2738;19,062994;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2739;19,063372;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2740;19,06375;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2741;19,064127;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2742;19,064503;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2743;19,06488;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2744;19,065258;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2745;19,065636;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2746;19,066011;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2747;19,06639;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2748;19,066767;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2749;19,067144;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2750;19,067522;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2751;19,067898;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2752;19,068275;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2753;19,068653;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2754;19,06903;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2755;19,069407;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2756;19,069784;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2757;19,070162;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2758;19,07054;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2759;19,070915;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2760;19,071293;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2761;19,07167;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2762;19,072048;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2763;19,072426;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2764;19,072802;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2765;19,07318;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2766;19,073557;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2767;19,073935;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2768;19,07431;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2769;19,074688;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2770;19,075066;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2771;19,075443;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2772;19,07582;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2773;19,076197;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2774;19,076574;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2775;19,076952;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2776;19,07733;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2777;19,077705;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2778;19,078083;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2779;19,07846;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2780;19,078838;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2781;19,079214;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2782;19,079592;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2783;19,07997;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2784;19,080347;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2785;19,080725;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2786;19,0811;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2787;19,081478;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2788;19,081856;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2789;19,082233;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2790;19,08261;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2791;19,082987;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2792;19,083364;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2793;19,083742;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2794;19,08412;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2795;19,084496;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2796;19,084873;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2797;19,08525;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2798;19,085629;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2799;19,086004;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2800;19,086382;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2801;19,08676;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2802;19,087137;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2803;19,087513;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2804;19,08789;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2805;19,088268;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2806;19,088646;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2807;19,089024;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2808;19,0894;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2809;19,089777;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2810;19,090155;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2811;19,090532;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2812;19,090908;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2813;19,091286;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2814;19,091663;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2815;19,092041;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2816;19,092419;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2817;19,092794;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2818;19,093172;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2819;19,09355;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2820;19,093927;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2821;19,094303;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2822;19,09468;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2823;19,095058;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2824;19,095436;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2825;19,095812;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2826;19,09619;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2827;19,096567;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2828;19,096945;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2829;19,097322;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2830;19,097698;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2831;19,098076;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2832;19,098454;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2833;19,098831;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2834;19,099207;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2835;19,099585;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2836;19,099962;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2837;19,10034;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2838;19,100718;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2839;19,101093;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2840;19,10147;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
2841;19,101849;sun;On;On;Receiver;Off;Off;Off;2,3388889E-4
